year,quarter,quarter_str,zip3,substance,grams,zip3_pop,gramsper100K,cnty_RUCC
2020,3,2020Q3,006,AMPHETAMINE,1889.55,1031054.573,183.26,1
2020,3,2020Q3,006,BUPRENORPHINE,522.48,1031054.573,50.67,1
2020,3,2020Q3,006,CODEINE,4002.49,1031054.573,388.19,1
2020,3,2020Q3,006,FENTANYL,50.13,1031054.573,4.86,1
2020,3,2020Q3,006,HYDROCODONE,145.6,1031054.573,14.12,1
2020,3,2020Q3,006,HYDROMORPHONE,3.72,1031054.573,0.36,1
2020,3,2020Q3,006,LISDEXAMFETAMINE,297.72,1031054.573,28.88,1
2020,3,2020Q3,006,MEPERIDINE,1149.84,1031054.573,111.52,1
2020,3,2020Q3,006,METHADONE,1220.86,1031054.573,118.41,1
2020,3,2020Q3,006,METHYLPHENIDATE,2771.42,1031054.573,268.79,1
2020,3,2020Q3,006,MORPHINE,307.66,1031054.573,29.84,1
2020,3,2020Q3,006,OXYCODONE,3661.93,1031054.573,355.16,1
2020,3,2020Q3,006,TAPENTADOL,52.5,1031054.573,5.09,1
2020,3,2020Q3,007,AMPHETAMINE,2011.65,1186083.501,169.6,1
2020,3,2020Q3,007,BUPRENORPHINE,1263.79,1186083.501,106.55,1
2020,3,2020Q3,007,CODEINE,3179.23,1186083.501,268.04,1
2020,3,2020Q3,007,FENTANYL,53.56,1186083.501,4.52,1
2020,3,2020Q3,007,HYDROCODONE,61.11,1186083.501,5.15,1
2020,3,2020Q3,007,HYDROMORPHONE,4.61,1186083.501,0.39,1
2020,3,2020Q3,007,LISDEXAMFETAMINE,225.46,1186083.501,19.01,1
2020,3,2020Q3,007,MEPERIDINE,1204.41,1186083.501,101.55,1
2020,3,2020Q3,007,METHADONE,3577.6,1186083.501,301.63,1
2020,3,2020Q3,007,METHYLPHENIDATE,2826.26,1186083.501,238.29,1
2020,3,2020Q3,007,MORPHINE,359.91,1186083.501,30.34,1
