year,quarter,quarter_str,zip3,substance,grams,zip3_pop,gramsper100K,cnty_RUCC
2019,4,2019Q4,006,AMPHETAMINE,2338.56,1043356.834,224.14,1
2019,4,2019Q4,006,BUPRENORPHINE,508.38,1043356.834,48.73,1
2019,4,2019Q4,006,CODEINE,3727.33,1043356.834,357.24,1
2019,4,2019Q4,006,FENTANYL,47.4,1043356.834,4.54,1
2019,4,2019Q4,006,HYDROCODONE,177.97,1043356.834,17.06,1
2019,4,2019Q4,006,HYDROMORPHONE,12.24,1043356.834,1.17,1
2019,4,2019Q4,006,LISDEXAMFETAMINE,392.53,1043356.834,37.62,1
2019,4,2019Q4,006,MEPERIDINE,905.82,1043356.834,86.82,1
2019,4,2019Q4,006,METHADONE,1079.99,1043356.834,103.51,1
2019,4,2019Q4,006,METHYLPHENIDATE,3740.91,1043356.834,358.55,1
2019,4,2019Q4,006,MORPHINE,297.61,1043356.834,28.52,1
2019,4,2019Q4,006,OXYCODONE,3720.88,1043356.834,356.63,1
2019,4,2019Q4,006,TAPENTADOL,25,1043356.834,2.4,1
2019,4,2019Q4,007,AMPHETAMINE,2294.63,1197585.85,191.6,1
2019,4,2019Q4,007,BUPRENORPHINE,1288.98,1197585.85,107.63,1
2019,4,2019Q4,007,CODEINE,3428.97,1197585.85,286.32,1
2019,4,2019Q4,007,FENTANYL,57.98,1197585.85,4.84,1
2019,4,2019Q4,007,HYDROCODONE,108,1197585.85,9.02,1
2019,4,2019Q4,007,HYDROMORPHONE,4.61,1197585.85,0.38,1
2019,4,2019Q4,007,LISDEXAMFETAMINE,280.96,1197585.85,23.46,1
2019,4,2019Q4,007,MEPERIDINE,836.64,1197585.85,69.86,1
2019,4,2019Q4,007,METHADONE,4472,1197585.85,373.42,1
2019,4,2019Q4,007,METHYLPHENIDATE,4307.43,1197585.85,359.68,1
2019,4,2019Q4,007,MORPHINE,451.4,1197585.85,37.69,1
2019,4,2019Q4,007,OXYCODONE,3639.39,1197585.85,303.89,1
2019,4,2019Q4,007,TAPENTADOL,6,1197585.85,0.5,1
2019,4,2019Q4,009,AMPHETAMINE,5295.02,951037.3083,556.76,1
2019,4,2019Q4,009,BUPRENORPHINE,488.74,951037.3083,51.39,1
2019,4,2019Q4,009,CODEINE,2299.61,951037.3083,241.8,1
2019,4,2019Q4,009,FENTANYL,68.09,951037.3083,7.16,1
2019,4,2019Q4,009,HYDROCODONE,119.6,951037.3083,12.58,1
2019,4,2019Q4,009,HYDROMORPHONE,31.37,951037.3083,3.3,1
2019,4,2019Q4,009,LISDEXAMFETAMINE,1662.62,951037.3083,174.82,1
2019,4,2019Q4,009,MEPERIDINE,1196.13,951037.3083,125.77,1
2019,4,2019Q4,009,METHADONE,13346.68,951037.3083,1403.38,1
2019,4,2019Q4,009,METHYLPHENIDATE,6667.18,951037.3083,701.04,1
2019,4,2019Q4,009,MORPHINE,875.06,951037.3083,92.01,1
2019,4,2019Q4,009,OXYCODONE,4543.06,951037.3083,477.7,1
2019,4,2019Q4,009,TAPENTADOL,229,951037.3083,24.08,1
2019,4,2019Q4,010,AMPHETAMINE,9892.11,467175.0772,2117.43,2
2019,4,2019Q4,010,BUPRENORPHINE,3780.06,467175.0772,809.13,2
2019,4,2019Q4,010,CODEINE,2431.97,467175.0772,520.57,2
2019,4,2019Q4,010,FENTANYL,85.55,467175.0772,18.31,2
2019,4,2019Q4,010,HYDROCODONE,1567.22,467175.0772,335.47,2
2019,4,2019Q4,010,HYDROMORPHONE,403.99,467175.0772,86.48,2
2019,4,2019Q4,010,LISDEXAMFETAMINE,2149.95,467175.0772,460.2,2
2019,4,2019Q4,010,MEPERIDINE,44.12,467175.0772,9.44,2
2019,4,2019Q4,010,METHADONE,13475.75,467175.0772,2884.52,2
2019,4,2019Q4,010,METHAMPHETAMINE,1.61,467175.0772,0.34,2
2019,4,2019Q4,010,METHYLPHENIDATE,10294.05,467175.0772,2203.47,2
2019,4,2019Q4,010,MORPHINE,5708.8,467175.0772,1221.98,2
2019,4,2019Q4,010,OXYCODONE,18074.18,467175.0772,3868.82,2
2019,4,2019Q4,010,OXYMORPHONE,48.62,467175.0772,10.41,2
2019,4,2019Q4,010,TAPENTADOL,953.5,467175.0772,204.1,2
2019,4,2019Q4,011,AMPHETAMINE,2622.96,167790.7045,1563.23,2
2019,4,2019Q4,011,BUPRENORPHINE,1547.69,167790.7045,922.39,2
2019,4,2019Q4,011,CODEINE,827.75,167790.7045,493.32,2
2019,4,2019Q4,011,FENTANYL,27.59,167790.7045,16.44,2
