year,quarter,quarter_str,zip3,substance,grams,zip3_pop,gramsper100K,cnty_RUCC
2021,3,2021Q3,006,AMPHETAMINE,2081.9,1078226.532,193.09,1
2021,3,2021Q3,006,BUPRENORPHINE,567.84,1078226.532,52.66,1
2021,3,2021Q3,006,CODEINE,3557.16,1078226.532,329.91,1
2021,3,2021Q3,006,FENTANYL,54.06,1078226.532,5.01,1
2021,3,2021Q3,006,HYDROCODONE,144.75,1078226.532,13.42,1
2021,3,2021Q3,006,HYDROMORPHONE,17.02,1078226.532,1.58,1
2021,3,2021Q3,006,LISDEXAMFETAMINE,295.41,1078226.532,27.4,1
2021,3,2021Q3,006,MEPERIDINE,793.94,1078226.532,73.63,1
2021,3,2021Q3,006,METHADONE,1832.63,1078226.532,169.97,1
2021,3,2021Q3,006,METHYLPHENIDATE,2534.5,1078226.532,235.06,1
2021,3,2021Q3,006,MORPHINE,380.39,1078226.532,35.28,1
2021,3,2021Q3,006,OXYCODONE,3202.75,1078226.532,297.04,1
2021,3,2021Q3,006,TAPENTADOL,22.5,1078226.532,2.09,1
2021,3,2021Q3,007,AMPHETAMINE,2001.42,1187679.349,168.52,1
2021,3,2021Q3,007,BUPRENORPHINE,1216.32,1187679.349,102.41,1
2021,3,2021Q3,007,CODEINE,2898.55,1187679.349,244.05,1
2021,3,2021Q3,007,FENTANYL,49.79,1187679.349,4.19,1
2021,3,2021Q3,007,HYDROCODONE,58.41,1187679.349,4.92,1
2021,3,2021Q3,007,HYDROMORPHONE,5.5,1187679.349,0.46,1
2021,3,2021Q3,007,LISDEXAMFETAMINE,229.51,1187679.349,19.32,1
2021,3,2021Q3,007,MEPERIDINE,595.89,1187679.349,50.17,1
2021,3,2021Q3,007,METHADONE,5010.43,1187679.349,421.87,1
2021,3,2021Q3,007,METHYLPHENIDATE,2775.48,1187679.349,233.69,1
2021,3,2021Q3,007,MORPHINE,310.89,1187679.349,26.18,1
2021,3,2021Q3,007,OXYCODONE,3026.36,1187679.349,254.81,1
2021,3,2021Q3,007,TAPENTADOL,11,1187679.349,0.93,1
2021,3,2021Q3,009,AMPHETAMINE,4711.28,995891.1185,473.07,1
2021,3,2021Q3,009,BUPRENORPHINE,528.07,995891.1185,53.02,1
2021,3,2021Q3,009,CODEINE,1906.21,995891.1185,191.41,1
2021,3,2021Q3,009,FENTANYL,54.89,995891.1185,5.51,1
2021,3,2021Q3,009,HYDROCODONE,66.55,995891.1185,6.68,1
2021,3,2021Q3,009,HYDROMORPHONE,22.22,995891.1185,2.23,1
2021,3,2021Q3,009,LISDEXAMFETAMINE,1243.49,995891.1185,124.86,1
