year,quarter,quarter_str,zip3,substance,grams,zip3_pop,gramsper100K,cnty_RUCC
2022,3,2022Q3,006,AMPHETAMINE,1709.83,1066296.791,160.35,1
2022,3,2022Q3,006,BUPRENORPHINE,567.24,1066296.791,53.2,1
2022,3,2022Q3,006,CODEINE,3109.61,1066296.791,291.63,1
2022,3,2022Q3,006,FENTANYL,42.12,1066296.791,3.95,1
2022,3,2022Q3,006,HYDROCODONE,113.09,1066296.791,10.61,1
2022,3,2022Q3,006,HYDROMORPHONE,6.92,1066296.791,0.65,1
2022,3,2022Q3,006,LISDEXAMFETAMINE,360.73,1066296.791,33.83,1
2022,3,2022Q3,006,MEPERIDINE,279.21,1066296.791,26.19,1
2022,3,2022Q3,006,METHADONE,1223.54,1066296.791,114.75,1
2022,3,2022Q3,006,METHYLPHENIDATE,2223.66,1066296.791,208.54,1
2022,3,2022Q3,006,MORPHINE,239.63,1066296.791,22.47,1
2022,3,2022Q3,006,OXYCODONE,2889.42,1066296.791,270.98,1
2022,3,2022Q3,006,TAPENTADOL,10,1066296.791,0.94,1
2022,3,2022Q3,007,AMPHETAMINE,1777.73,1167073.787,152.32,1
2022,3,2022Q3,007,BUPRENORPHINE,1157.41,1167073.787,99.17,1
2022,3,2022Q3,007,CODEINE,2812.35,1167073.787,240.97,1
2022,3,2022Q3,007,FENTANYL,45.54,1167073.787,3.9,1
2022,3,2022Q3,007,HYDROCODONE,41.31,1167073.787,3.54,1
2022,3,2022Q3,007,HYDROMORPHONE,6.92,1167073.787,0.59,1
2022,3,2022Q3,007,LISDEXAMFETAMINE,232.97,1167073.787,19.96,1
2022,3,2022Q3,007,MEPERIDINE,255.02,1167073.787,21.85,1
2022,3,2022Q3,007,METHADONE,5617.73,1167073.787,481.35,1
2022,3,2022Q3,007,METHYLPHENIDATE,2686.36,1167073.787,230.18,1
2022,3,2022Q3,007,MORPHINE,252.59,1167073.787,21.64,1
2022,3,2022Q3,007,OXYCODONE,2563.72,1167073.787,219.67,1
2022,3,2022Q3,007,TAPENTADOL,0,1167073.787,0,1
2022,3,2022Q3,009,AMPHETAMINE,3947.08,986649.4113,400.05,1
2022,3,2022Q3,009,BUPRENORPHINE,554.34,986649.4113,56.18,1
2022,3,2022Q3,009,CODEINE,1794.6,986649.4113,181.89,1
2022,3,2022Q3,009,FENTANYL,51.13,986649.4113,5.18,1
2022,3,2022Q3,009,HYDROCODONE,66.2,986649.4113,6.71,1
2022,3,2022Q3,009,HYDROMORPHONE,17.33,986649.4113,1.76,1
2022,3,2022Q3,009,LISDEXAMFETAMINE,1286.27,986649.4113,130.37,1
2022,3,2022Q3,009,MEPERIDINE,523.34,986649.4113,53.04,1
