year,quarter,quarter_str,zip3,substance,grams,zip3_pop,gramsper100K,cnty_RUCC
2021,4,2021Q4,006,AMPHETAMINE,1829.87,1078226.532,169.71,1
2021,4,2021Q4,006,BUPRENORPHINE,535.61,1078226.532,49.68,1
2021,4,2021Q4,006,CODEINE,3230.06,1078226.532,299.57,1
2021,4,2021Q4,006,FENTANYL,45.03,1078226.532,4.18,1
2021,4,2021Q4,006,HYDROCODONE,128.07,1078226.532,11.88,1
2021,4,2021Q4,006,HYDROMORPHONE,9.4,1078226.532,0.87,1
2021,4,2021Q4,006,LISDEXAMFETAMINE,371.72,1078226.532,34.48,1
2021,4,2021Q4,006,MEPERIDINE,648.61,1078226.532,60.16,1
2021,4,2021Q4,006,METHADONE,1761.07,1078226.532,163.33,1
2021,4,2021Q4,006,METHYLPHENIDATE,2526.69,1078226.532,234.34,1
2021,4,2021Q4,006,MORPHINE,262.67,1078226.532,24.36,1
2021,4,2021Q4,006,OXYCODONE,2865.44,1078226.532,265.75,1
2021,4,2021Q4,006,TAPENTADOL,17.5,1078226.532,1.62,1
2021,4,2021Q4,007,AMPHETAMINE,2037.65,1187679.349,171.57,1
2021,4,2021Q4,007,BUPRENORPHINE,1127.87,1187679.349,94.96,1
2021,4,2021Q4,007,CODEINE,2862.08,1187679.349,240.98,1
2021,4,2021Q4,007,FENTANYL,50.02,1187679.349,4.21,1
2021,4,2021Q4,007,HYDROCODONE,44.78,1187679.349,3.77,1
2021,4,2021Q4,007,HYDROMORPHONE,3.55,1187679.349,0.3,1
2021,4,2021Q4,007,LISDEXAMFETAMINE,247.43,1187679.349,20.83,1
2021,4,2021Q4,007,MEPERIDINE,534.88,1187679.349,45.04,1
2021,4,2021Q4,007,METHADONE,4904.89,1187679.349,412.98,1
2021,4,2021Q4,007,METHYLPHENIDATE,2871.96,1187679.349,241.81,1
2021,4,2021Q4,007,MORPHINE,254.92,1187679.349,21.46,1
2021,4,2021Q4,007,OXYCODONE,2933.35,1187679.349,246.98,1
2021,4,2021Q4,007,TAPENTADOL,6,1187679.349,0.51,1
2021,4,2021Q4,009,AMPHETAMINE,4514.88,995891.1185,453.35,1
2021,4,2021Q4,009,BUPRENORPHINE,537.32,995891.1185,53.95,1
2021,4,2021Q4,009,CODEINE,1779.13,995891.1185,178.65,1
2021,4,2021Q4,009,FENTANYL,66.2,995891.1185,6.65,1
2021,4,2021Q4,009,HYDROCODONE,51.14,995891.1185,5.14,1
2021,4,2021Q4,009,HYDROMORPHONE,17.94,995891.1185,1.8,1
2021,4,2021Q4,009,LISDEXAMFETAMINE,1488.03,995891.1185,149.42,1
2021,4,2021Q4,009,MEPERIDINE,839.91,995891.1185,84.34,1
2021,4,2021Q4,009,METHADONE,13623.05,995891.1185,1367.93,1
2021,4,2021Q4,009,METHYLPHENIDATE,4550.98,995891.1185,456.98,1
2021,4,2021Q4,009,MORPHINE,687.94,995891.1185,69.08,1
2021,4,2021Q4,009,OXYCODONE,3121.75,995891.1185,313.46,1
2021,4,2021Q4,009,TAPENTADOL,220.5,995891.1185,22.14,1
2021,4,2021Q4,010,AMPHETAMINE,10275.21,466049.0325,2204.75,2
2021,4,2021Q4,010,BUPRENORPHINE,3694.82,466049.0325,792.8,2
2021,4,2021Q4,010,CODEINE,1811.13,466049.0325,388.61,2
2021,4,2021Q4,010,FENTANYL,62.4,466049.0325,13.39,2
2021,4,2021Q4,010,HYDROCODONE,1413.07,466049.0325,303.2,2
2021,4,2021Q4,010,HYDROMORPHONE,356.49,466049.0325,76.49,2
2021,4,2021Q4,010,LISDEXAMFETAMINE,2406.63,466049.0325,516.39,2
2021,4,2021Q4,010,MEPERIDINE,26.58,466049.0325,5.7,2
2021,4,2021Q4,010,METHADONE,15220.18,466049.0325,3265.79,2
2021,4,2021Q4,010,METHAMPHETAMINE,1.61,466049.0325,0.35,2
2021,4,2021Q4,010,METHYLPHENIDATE,10001.38,466049.0325,2145.99,2
2021,4,2021Q4,010,MORPHINE,4512.74,466049.0325,968.3,2
2021,4,2021Q4,010,OXYCODONE,14746.11,466049.0325,3164.07,2
2021,4,2021Q4,010,OXYMORPHONE,38.9,466049.0325,8.35,2
2021,4,2021Q4,010,TAPENTADOL,651,466049.0325,139.68,2
2021,4,2021Q4,011,AMPHETAMINE,2498.12,166317.6003,1502.02,2
2021,4,2021Q4,011,BUPRENORPHINE,1459.5,166317.6003,877.54,2
2021,4,2021Q4,011,CODEINE,529.65,166317.6003,318.46,2
2021,4,2021Q4,011,FENTANYL,28.45,166317.6003,17.11,2
2021,4,2021Q4,011,HYDROCODONE,329.84,166317.6003,198.32,2
2021,4,2021Q4,011,HYDROMORPHONE,292.57,166317.6003,175.91,2
2021,4,2021Q4,011,LISDEXAMFETAMINE,852.7,166317.6003,512.69,2
2021,4,2021Q4,011,MEPERIDINE,3.38,166317.6003,2.03,2
2021,4,2021Q4,011,METHADONE,11502.02,166317.6003,6915.7,2
2021,4,2021Q4,011,METHYLPHENIDATE,3357.87,166317.6003,2018.95,2
2021,4,2021Q4,011,MORPHINE,1945.36,166317.6003,1169.67,2
2021,4,2021Q4,011,OXYCODONE,6420.6,166317.6003,3860.45,2
2021,4,2021Q4,011,OXYMORPHONE,9.28,166317.6003,5.58,2
2021,4,2021Q4,011,TAPENTADOL,182,166317.6003,109.43,2
2021,4,2021Q4,012,AMPHETAMINE,3002.12,128522.5726,2335.87,2
2021,4,2021Q4,012,BUPRENORPHINE,1704.58,128522.5726,1326.29,2
2021,4,2021Q4,012,CODEINE,422.56,128522.5726,328.78,2
2021,4,2021Q4,012,FENTANYL,17.89,128522.5726,13.92,2
2021,4,2021Q4,012,HYDROCODONE,509.29,128522.5726,396.27,2
2021,4,2021Q4,012,HYDROMORPHONE,102.77,128522.5726,79.96,2
2021,4,2021Q4,012,LISDEXAMFETAMINE,833.04,128522.5726,648.17,2
2021,4,2021Q4,012,MEPERIDINE,0,128522.5726,0,2
2021,4,2021Q4,012,METHADONE,5312.02,128522.5726,4133.14,2
2021,4,2021Q4,012,METHAMPHETAMINE,3.62,128522.5726,2.82,2
2021,4,2021Q4,012,METHYLPHENIDATE,3868.77,128522.5726,3010.19,2
2021,4,2021Q4,012,MORPHINE,960.58,128522.5726,747.4,2
2021,4,2021Q4,012,OXYCODONE,3215.95,128522.5726,2502.25,2
2021,4,2021Q4,012,OXYMORPHONE,21.41,128522.5726,16.66,2
2021,4,2021Q4,012,TAPENTADOL,85,128522.5726,66.14,2
2021,4,2021Q4,013,AMPHETAMINE,3055.08,84698.75,3607,2
2021,4,2021Q4,013,BUPRENORPHINE,1103.84,84698.75,1303.25,2
2021,4,2021Q4,013,CODEINE,391.38,84698.75,462.08,2
2021,4,2021Q4,013,FENTANYL,8.23,84698.75,9.72,2
2021,4,2021Q4,013,HYDROCODONE,276.45,84698.75,326.39,2
2021,4,2021Q4,013,HYDROMORPHONE,90.25,84698.75,106.55,2
