year,quarter,quarter_str,zip3,substance,grams,zip3_pop,gramsper100K,cnty_RUCC
2020,4,2020Q4,006,AMPHETAMINE,1835.56,1031054.573,178.03,1
2020,4,2020Q4,006,BUPRENORPHINE,527.47,1031054.573,51.16,1
2020,4,2020Q4,006,CODEINE,3821.26,1031054.573,370.62,1
2020,4,2020Q4,006,FENTANYL,45.71,1031054.573,4.43,1
2020,4,2020Q4,006,HYDROCODONE,130.95,1031054.573,12.7,1
2020,4,2020Q4,006,HYDROMORPHONE,5.32,1031054.573,0.52,1
2020,4,2020Q4,006,LISDEXAMFETAMINE,275.18,1031054.573,26.69,1
2020,4,2020Q4,006,MEPERIDINE,645.56,1031054.573,62.61,1
2020,4,2020Q4,006,METHADONE,1719.93,1031054.573,166.81,1
2020,4,2020Q4,006,METHYLPHENIDATE,2330.62,1031054.573,226.04,1
2020,4,2020Q4,006,MORPHINE,326.74,1031054.573,31.69,1
2020,4,2020Q4,006,OXYCODONE,3385.32,1031054.573,328.34,1
2020,4,2020Q4,006,TAPENTADOL,65,1031054.573,6.3,1
2020,4,2020Q4,007,AMPHETAMINE,1974.66,1186083.501,166.49,1
2020,4,2020Q4,007,BUPRENORPHINE,1265.15,1186083.501,106.67,1
2020,4,2020Q4,007,CODEINE,3024.52,1186083.501,255,1
2020,4,2020Q4,007,FENTANYL,55.96,1186083.501,4.72,1
2020,4,2020Q4,007,HYDROCODONE,65.68,1186083.501,5.54,1
2020,4,2020Q4,007,HYDROMORPHONE,5.14,1186083.501,0.43,1
2020,4,2020Q4,007,LISDEXAMFETAMINE,246.85,1186083.501,20.81,1
2020,4,2020Q4,007,MEPERIDINE,565.93,1186083.501,47.71,1
2020,4,2020Q4,007,METHADONE,5368.19,1186083.501,452.6,1
2020,4,2020Q4,007,METHYLPHENIDATE,2969.18,1186083.501,250.33,1
2020,4,2020Q4,007,MORPHINE,329.81,1186083.501,27.81,1
2020,4,2020Q4,007,OXYCODONE,3308.53,1186083.501,278.95,1
2020,4,2020Q4,007,TAPENTADOL,29,1186083.501,2.45,1
2020,4,2020Q4,009,AMPHETAMINE,4520.55,940484.9187,480.66,1
2020,4,2020Q4,009,BUPRENORPHINE,516.13,940484.9187,54.88,1
2020,4,2020Q4,009,CODEINE,2158.16,940484.9187,229.47,1
2020,4,2020Q4,009,FENTANYL,61.81,940484.9187,6.57,1
2020,4,2020Q4,009,HYDROCODONE,67.21,940484.9187,7.15,1
2020,4,2020Q4,009,HYDROMORPHONE,22.52,940484.9187,2.39,1
2020,4,2020Q4,009,LISDEXAMFETAMINE,1488.61,940484.9187,158.28,1
2020,4,2020Q4,009,MEPERIDINE,942.09,940484.9187,100.17,1
2020,4,2020Q4,009,METHADONE,16346.5,940484.9187,1738.09,1
2020,4,2020Q4,009,METHYLPHENIDATE,4572.5,940484.9187,486.19,1
2020,4,2020Q4,009,MORPHINE,754.73,940484.9187,80.25,1
2020,4,2020Q4,009,OXYCODONE,4048.19,940484.9187,430.44,1
2020,4,2020Q4,009,TAPENTADOL,275.5,940484.9187,29.29,1
2020,4,2020Q4,010,AMPHETAMINE,9640.08,466090.2259,2068.29,2
2020,4,2020Q4,010,BUPRENORPHINE,3791.32,466090.2259,813.43,2
2020,4,2020Q4,010,CODEINE,2109.42,466090.2259,452.58,2
2020,4,2020Q4,010,FENTANYL,70.72,466090.2259,15.17,2
2020,4,2020Q4,010,HYDROCODONE,1500.59,466090.2259,321.95,2
2020,4,2020Q4,010,HYDROMORPHONE,374.48,466090.2259,80.34,2
2020,4,2020Q4,010,LISDEXAMFETAMINE,2015.83,466090.2259,432.5,2
2020,4,2020Q4,010,MEPERIDINE,39.22,466090.2259,8.41,2
2020,4,2020Q4,010,METHADONE,14169.08,466090.2259,3039.99,2
2020,4,2020Q4,010,METHAMPHETAMINE,0.8,466090.2259,0.17,2
2020,4,2020Q4,010,METHYLPHENIDATE,9230.15,466090.2259,1980.34,2
2020,4,2020Q4,010,MORPHINE,5102.46,466090.2259,1094.74,2
2020,4,2020Q4,010,OXYCODONE,16622.74,466090.2259,3566.42,2
2020,4,2020Q4,010,OXYMORPHONE,42.2,466090.2259,9.05,2
2020,4,2020Q4,010,TAPENTADOL,884,466090.2259,189.66,2
2020,4,2020Q4,011,AMPHETAMINE,2498.08,167032.2128,1495.57,2
2020,4,2020Q4,011,BUPRENORPHINE,1489.34,167032.2128,891.65,2
2020,4,2020Q4,011,CODEINE,666.13,167032.2128,398.8,2
2020,4,2020Q4,011,FENTANYL,30.07,167032.2128,18,2
2020,4,2020Q4,011,HYDROCODONE,379.26,167032.2128,227.06,2
2020,4,2020Q4,011,HYDROMORPHONE,275.15,167032.2128,164.73,2
2020,4,2020Q4,011,LISDEXAMFETAMINE,783.9,167032.2128,469.31,2
2020,4,2020Q4,011,MEPERIDINE,31.37,167032.2128,18.78,2
2020,4,2020Q4,011,METHADONE,9464.71,167032.2128,5666.4,2
2020,4,2020Q4,011,METHYLPHENIDATE,3531.91,167032.2128,2114.51,2
2020,4,2020Q4,011,MORPHINE,2276.99,167032.2128,1363.2,2
2020,4,2020Q4,011,OXYCODONE,6894.09,167032.2128,4127.4,2
2020,4,2020Q4,011,OXYMORPHONE,6.33,167032.2128,3.79,2
2020,4,2020Q4,011,TAPENTADOL,170,167032.2128,101.78,2
2020,4,2020Q4,012,AMPHETAMINE,2769.94,124443.3472,2225.86,2
2020,4,2020Q4,012,BUPRENORPHINE,1752.69,124443.3472,1408.42,2
2020,4,2020Q4,012,CODEINE,488.06,124443.3472,392.19,2
2020,4,2020Q4,012,FENTANYL,18.12,124443.3472,14.56,2
2020,4,2020Q4,012,HYDROCODONE,479.06,124443.3472,384.96,2
2020,4,2020Q4,012,HYDROMORPHONE,101,124443.3472,81.16,2
2020,4,2020Q4,012,LISDEXAMFETAMINE,785.06,124443.3472,630.86,2
2020,4,2020Q4,012,MEPERIDINE,0,124443.3472,0,2
2020,4,2020Q4,012,METHADONE,6808.35,124443.3472,5471.04,2
2020,4,2020Q4,012,METHAMPHETAMINE,0.4,124443.3472,0.32,2
2020,4,2020Q4,012,METHYLPHENIDATE,3767.84,124443.3472,3027.76,2
2020,4,2020Q4,012,MORPHINE,928.9,124443.3472,746.44,2
2020,4,2020Q4,012,OXYCODONE,3371.41,124443.3472,2709.19,2
2020,4,2020Q4,012,OXYMORPHONE,30.87,124443.3472,24.81,2
2020,4,2020Q4,012,TAPENTADOL,92.5,124443.3472,74.33,2
2020,4,2020Q4,013,AMPHETAMINE,2819.57,83384.3556,3381.41,2
2020,4,2020Q4,013,BUPRENORPHINE,1154.51,83384.3556,1384.56,2
2020,4,2020Q4,013,CODEINE,367.45,83384.3556,440.67,2
2020,4,2020Q4,013,FENTANYL,10.33,83384.3556,12.39,2
2020,4,2020Q4,013,HYDROCODONE,293.59,83384.3556,352.09,2
2020,4,2020Q4,013,HYDROMORPHONE,95.81,83384.3556,114.9,2
2020,4,2020Q4,013,LISDEXAMFETAMINE,553.24,83384.3556,663.48,2
2020,4,2020Q4,013,MEPERIDINE,0,83384.3556,0,2
2020,4,2020Q4,013,METHADONE,2172.05,83384.3556,2604.87,2
2020,4,2020Q4,013,METHYLPHENIDATE,1917.03,83384.3556,2299.03,2
2020,4,2020Q4,013,MORPHINE,1058.55,83384.3556,1269.48,2
2020,4,2020Q4,013,OXYCODONE,3038.48,83384.3556,3643.94,2
2020,4,2020Q4,013,OXYMORPHONE,13.11,83384.3556,15.72,2
2020,4,2020Q4,013,TAPENTADOL,73,83384.3556,87.55,2
2020,4,2020Q4,014,AMPHETAMINE,6122.72,226270.9101,2705.92,1
2020,4,2020Q4,014,BUPRENORPHINE,1527.86,226270.9101,675.23,1
2020,4,2020Q4,014,CODEINE,1410.18,226270.9101,623.23,1
2020,4,2020Q4,014,FENTANYL,21.55,226270.9101,9.52,1
2020,4,2020Q4,014,HYDROCODONE,955.61,226270.9101,422.33,1
2020,4,2020Q4,014,HYDROMORPHONE,96.67,226270.9101,42.72,1
2020,4,2020Q4,014,LISDEXAMFETAMINE,1655.1,226270.9101,731.47,1
2020,4,2020Q4,014,MEPERIDINE,0.76,226270.9101,0.34,1
2020,4,2020Q4,014,METHADONE,8659.13,226270.9101,3826.89,1
2020,4,2020Q4,014,METHAMPHETAMINE,0.8,226270.9101,0.35,1
2020,4,2020Q4,014,METHYLPHENIDATE,5625.47,226270.9101,2486.17,1
2020,4,2020Q4,014,MORPHINE,1653.49,226270.9101,730.76,1
2020,4,2020Q4,014,OXYCODONE,5800.37,226270.9101,2563.46,1
2020,4,2020Q4,014,OXYMORPHONE,1.16,226270.9101,0.51,1
2020,4,2020Q4,014,TAPENTADOL,303,226270.9101,133.91,1
2020,4,2020Q4,015,AMPHETAMINE,8916.35,398688.202,2236.42,1
2020,4,2020Q4,015,BUPRENORPHINE,1970.85,398688.202,494.33,1
2020,4,2020Q4,015,CODEINE,2010.97,398688.202,504.4,1
2020,4,2020Q4,015,FENTANYL,33.4,398688.202,8.38,1
2020,4,2020Q4,015,HYDROCODONE,1261.43,398688.202,316.4,1
2020,4,2020Q4,015,HYDROMORPHONE,146.83,398688.202,36.83,1
2020,4,2020Q4,015,LISDEXAMFETAMINE,1873.04,398688.202,469.8,1
2020,4,2020Q4,015,MEPERIDINE,5.45,398688.202,1.37,1
2020,4,2020Q4,015,METHADONE,6089.97,398688.202,1527.5,1
2020,4,2020Q4,015,METHYLPHENIDATE,7943.59,398688.202,1992.43,1
2020,4,2020Q4,015,MORPHINE,2019.2,398688.202,506.46,1
2020,4,2020Q4,015,OXYCODONE,8179.79,398688.202,2051.68,1
2020,4,2020Q4,015,OXYMORPHONE,47.91,398688.202,12.02,1
2020,4,2020Q4,015,TAPENTADOL,551,398688.202,138.2,1
2020,4,2020Q4,016,AMPHETAMINE,5957.16,191914.8485,3104.06,2
2020,4,2020Q4,016,BUPRENORPHINE,2479.6,191914.8485,1292.03,2
2020,4,2020Q4,016,CODEINE,1412.88,191914.8485,736.2,2
