year,quarter,quarter_str,zip3,substance,grams,zip3_pop,gramsper100K,cnty_RUCC
2020,1,2020Q1,006,AMPHETAMINE,1880.29,1031054.573,182.37,1
2020,1,2020Q1,006,BUPRENORPHINE,527.02,1031054.573,51.11,1
2020,1,2020Q1,006,CODEINE,3938.4,1031054.573,381.98,1
2020,1,2020Q1,006,FENTANYL,52.54,1031054.573,5.1,1
2020,1,2020Q1,006,HYDROCODONE,173.77,1031054.573,16.85,1
2020,1,2020Q1,006,HYDROMORPHONE,9.04,1031054.573,0.88,1
2020,1,2020Q1,006,LISDEXAMFETAMINE,408.14,1031054.573,39.58,1
2020,1,2020Q1,006,MEPERIDINE,626.94,1031054.573,60.81,1
2020,1,2020Q1,006,METHADONE,1829.94,1031054.573,177.48,1
2020,1,2020Q1,006,METHYLPHENIDATE,3409.04,1031054.573,330.64,1
2020,1,2020Q1,006,MORPHINE,368.61,1031054.573,35.75,1
2020,1,2020Q1,006,OXYCODONE,3482.45,1031054.573,337.76,1
2020,1,2020Q1,006,TAPENTADOL,60,1031054.573,5.82,1
2020,1,2020Q1,007,AMPHETAMINE,1935.79,1186083.501,163.21,1
2020,1,2020Q1,007,BUPRENORPHINE,1288.33,1186083.501,108.62,1
2020,1,2020Q1,007,CODEINE,3186.96,1186083.501,268.7,1
2020,1,2020Q1,007,FENTANYL,54.26,1186083.501,4.57,1
2020,1,2020Q1,007,HYDROCODONE,88.73,1186083.501,7.48,1
2020,1,2020Q1,007,HYDROMORPHONE,3.19,1186083.501,0.27,1
2020,1,2020Q1,007,LISDEXAMFETAMINE,257.25,1186083.501,21.69,1
2020,1,2020Q1,007,MEPERIDINE,264.72,1186083.501,22.32,1
2020,1,2020Q1,007,METHADONE,5372.66,1186083.501,452.97,1
2020,1,2020Q1,007,METHYLPHENIDATE,3845.37,1186083.501,324.21,1
2020,1,2020Q1,007,MORPHINE,330.48,1186083.501,27.86,1
2020,1,2020Q1,007,OXYCODONE,3481.42,1186083.501,293.52,1
2020,1,2020Q1,007,TAPENTADOL,11,1186083.501,0.93,1
2020,1,2020Q1,009,AMPHETAMINE,4514.53,940484.9187,480.02,1
2020,1,2020Q1,009,BUPRENORPHINE,517.23,940484.9187,55,1
2020,1,2020Q1,009,CODEINE,2173.63,940484.9187,231.12,1
