year,quarter,quarter_str,zip3,substance,grams,zip3_pop,gramsper100K,cnty_RUCC
2022,1,2022Q1,006,AMPHETAMINE,2059.24,1066296.791,193.12,1
2022,1,2022Q1,006,BUPRENORPHINE,546.15,1066296.791,51.22,1
2022,1,2022Q1,006,CODEINE,3356.04,1066296.791,314.74,1
2022,1,2022Q1,006,FENTANYL,46.06,1066296.791,4.32,1
2022,1,2022Q1,006,HYDROCODONE,146.48,1066296.791,13.74,1
2022,1,2022Q1,006,HYDROMORPHONE,4.79,1066296.791,0.45,1
2022,1,2022Q1,006,LISDEXAMFETAMINE,433.58,1066296.791,40.66,1
2022,1,2022Q1,006,MEPERIDINE,626.06,1066296.791,58.71,1
2022,1,2022Q1,006,METHADONE,1223.54,1066296.791,114.75,1
2022,1,2022Q1,006,METHYLPHENIDATE,2691.2,1066296.791,252.39,1
2022,1,2022Q1,006,MORPHINE,336.32,1066296.791,31.54,1
2022,1,2022Q1,006,OXYCODONE,3123.59,1066296.791,292.94,1
2022,1,2022Q1,006,TAPENTADOL,0,1066296.791,0,1
2022,1,2022Q1,007,AMPHETAMINE,2055.54,1167073.787,176.13,1
2022,1,2022Q1,007,BUPRENORPHINE,1170.17,1167073.787,100.27,1
2022,1,2022Q1,007,CODEINE,2652.12,1167073.787,227.25,1
2022,1,2022Q1,007,FENTANYL,48.31,1167073.787,4.14,1
2022,1,2022Q1,007,HYDROCODONE,54.47,1167073.787,4.67,1
2022,1,2022Q1,007,HYDROMORPHONE,2.48,1167073.787,0.21,1
2022,1,2022Q1,007,LISDEXAMFETAMINE,249.16,1167073.787,21.35,1
2022,1,2022Q1,007,MEPERIDINE,449.37,1167073.787,38.5,1
2022,1,2022Q1,007,METHADONE,6691.9,1167073.787,573.39,1
2022,1,2022Q1,007,METHYLPHENIDATE,2674.62,1167073.787,229.17,1
2022,1,2022Q1,007,MORPHINE,316.73,1167073.787,27.14,1
2022,1,2022Q1,007,OXYCODONE,2785.43,1167073.787,238.67,1
2022,1,2022Q1,007,TAPENTADOL,9,1167073.787,0.77,1
2022,1,2022Q1,009,AMPHETAMINE,4780.28,986649.4113,484.5,1
2022,1,2022Q1,009,BUPRENORPHINE,536.71,986649.4113,54.4,1
2022,1,2022Q1,009,CODEINE,1658.68,986649.4113,168.11,1
2022,1,2022Q1,009,FENTANYL,59.11,986649.4113,5.99,1
2022,1,2022Q1,009,HYDROCODONE,57.28,986649.4113,5.81,1
2022,1,2022Q1,009,HYDROMORPHONE,13.88,986649.4113,1.41,1
2022,1,2022Q1,009,LISDEXAMFETAMINE,1644.12,986649.4113,166.64,1
2022,1,2022Q1,009,MEPERIDINE,704.83,986649.4113,71.44,1
2022,1,2022Q1,009,METHADONE,12183.96,986649.4113,1234.88,1
2022,1,2022Q1,009,METHYLPHENIDATE,4479.36,986649.4113,454,1
2022,1,2022Q1,009,MORPHINE,593.57,986649.4113,60.16,1
2022,1,2022Q1,009,OXYCODONE,3204.14,986649.4113,324.75,1
2022,1,2022Q1,009,TAPENTADOL,133.5,986649.4113,13.53,1
2022,1,2022Q1,010,AMPHETAMINE,9809.97,466111.478,2104.64,2
2022,1,2022Q1,010,BUPRENORPHINE,3524.64,466111.478,756.18,2
2022,1,2022Q1,010,CODEINE,1337.73,466111.478,287,2
2022,1,2022Q1,010,FENTANYL,54.12,466111.478,11.61,2
2022,1,2022Q1,010,HYDROCODONE,1263.95,466111.478,271.17,2
2022,1,2022Q1,010,HYDROMORPHONE,316.04,466111.478,67.8,2
2022,1,2022Q1,010,LISDEXAMFETAMINE,2407.79,466111.478,516.57,2
2022,1,2022Q1,010,MEPERIDINE,26.15,466111.478,5.61,2
2022,1,2022Q1,010,METHADONE,15400.85,466111.478,3304.11,2
2022,1,2022Q1,010,METHAMPHETAMINE,0.4,466111.478,0.09,2
2022,1,2022Q1,010,METHYLPHENIDATE,9771.63,466111.478,2096.41,2
2022,1,2022Q1,010,MORPHINE,4165.87,466111.478,893.75,2
2022,1,2022Q1,010,OXYCODONE,13768.77,466111.478,2953.97,2
2022,1,2022Q1,010,OXYMORPHONE,40.68,466111.478,8.73,2
2022,1,2022Q1,010,TAPENTADOL,541.5,466111.478,116.17,2
2022,1,2022Q1,011,AMPHETAMINE,2356.41,165555.4052,1423.34,2
2022,1,2022Q1,011,BUPRENORPHINE,1508.93,165555.4052,911.44,2
2022,1,2022Q1,011,CODEINE,522,165555.4052,315.3,2
2022,1,2022Q1,011,FENTANYL,25.37,165555.4052,15.32,2
2022,1,2022Q1,011,HYDROCODONE,278.91,165555.4052,168.47,2
2022,1,2022Q1,011,HYDROMORPHONE,250.58,165555.4052,151.36,2
2022,1,2022Q1,011,LISDEXAMFETAMINE,816.86,165555.4052,493.41,2
2022,1,2022Q1,011,MEPERIDINE,1.85,165555.4052,1.12,2
2022,1,2022Q1,011,METHADONE,13347.45,165555.4052,8062.23,2
2022,1,2022Q1,011,METHYLPHENIDATE,3169.28,165555.4052,1914.33,2
2022,1,2022Q1,011,MORPHINE,1753.36,165555.4052,1059.08,2
2022,1,2022Q1,011,OXYCODONE,5931.92,165555.4052,3583.04,2
2022,1,2022Q1,011,OXYMORPHONE,9.1,165555.4052,5.5,2
2022,1,2022Q1,011,TAPENTADOL,202,165555.4052,122.01,2
