year,quarter,quarter_str,zip3,substance,grams,zip3_pop,gramsper100K,cnty_RUCC
2019,1,2019Q1,006,AMPHETAMINE,2023.44,1043356.834,193.94,1
2019,1,2019Q1,006,BUPRENORPHINE,494.88,1043356.834,47.43,1
2019,1,2019Q1,006,CODEINE,4056.64,1043356.834,388.81,1
2019,1,2019Q1,006,FENTANYL,40.42,1043356.834,3.87,1
2019,1,2019Q1,006,HYDROCODONE,244.13,1043356.834,23.4,1
2019,1,2019Q1,006,HYDROMORPHONE,19.51,1043356.834,1.87,1
2019,1,2019Q1,006,LISDEXAMFETAMINE,424.33,1043356.834,40.67,1
2019,1,2019Q1,006,MEPERIDINE,906.36,1043356.834,86.87,1
2019,1,2019Q1,006,METHADONE,1086.25,1043356.834,104.11,1
2019,1,2019Q1,006,METHYLPHENIDATE,3763.58,1043356.834,360.72,1
2019,1,2019Q1,006,MORPHINE,396.12,1043356.834,37.97,1
2019,1,2019Q1,006,OXYCODONE,3967.42,1043356.834,380.26,1
2019,1,2019Q1,006,TAPENTADOL,45,1043356.834,4.31,1
2019,1,2019Q1,007,AMPHETAMINE,2352.3,1197585.85,196.42,1
2019,1,2019Q1,007,BUPRENORPHINE,1209.66,1197585.85,101.01,1
2019,1,2019Q1,007,CODEINE,3405.76,1197585.85,284.39,1
2019,1,2019Q1,007,FENTANYL,60.8,1197585.85,5.08,1
2019,1,2019Q1,007,HYDROCODONE,144.88,1197585.85,12.1,1
2019,1,2019Q1,007,HYDROMORPHONE,5.32,1197585.85,0.44,1
2019,1,2019Q1,007,LISDEXAMFETAMINE,319.69,1197585.85,26.69,1
2019,1,2019Q1,007,MEPERIDINE,744.59,1197585.85,62.17,1
2019,1,2019Q1,007,METHADONE,4472,1197585.85,373.42,1
2019,1,2019Q1,007,METHYLPHENIDATE,4704.45,1197585.85,392.83,1
2019,1,2019Q1,007,MORPHINE,369.91,1197585.85,30.89,1
2019,1,2019Q1,007,OXYCODONE,3957.29,1197585.85,330.44,1
2019,1,2019Q1,007,TAPENTADOL,20,1197585.85,1.67,1
2019,1,2019Q1,009,AMPHETAMINE,5005.39,951037.3083,526.31,1
2019,1,2019Q1,009,BUPRENORPHINE,444.69,951037.3083,46.76,1
2019,1,2019Q1,009,CODEINE,2505.15,951037.3083,263.41,1
2019,1,2019Q1,009,FENTANYL,63.5,951037.3083,6.68,1
2019,1,2019Q1,009,HYDROCODONE,178.71,951037.3083,18.79,1
2019,1,2019Q1,009,HYDROMORPHONE,29.72,951037.3083,3.13,1
2019,1,2019Q1,009,LISDEXAMFETAMINE,1588.62,951037.3083,167.04,1
2019,1,2019Q1,009,MEPERIDINE,1278.38,951037.3083,134.42,1
2019,1,2019Q1,009,METHADONE,15096.13,951037.3083,1587.33,1
2019,1,2019Q1,009,METHYLPHENIDATE,7046.68,951037.3083,740.95,1
2019,1,2019Q1,009,MORPHINE,1471.65,951037.3083,154.74,1
2019,1,2019Q1,009,OXYCODONE,4796.72,951037.3083,504.37,1
2019,1,2019Q1,009,TAPENTADOL,344,951037.3083,36.17,1
2019,1,2019Q1,010,AMPHETAMINE,8860.53,467175.0772,1896.62,2
2019,1,2019Q1,010,BUPRENORPHINE,3702.2,467175.0772,792.47,2
2019,1,2019Q1,010,CODEINE,2191.28,467175.0772,469.05,2
2019,1,2019Q1,010,FENTANYL,98.44,467175.0772,21.07,2
2019,1,2019Q1,010,HYDROCODONE,1693.72,467175.0772,362.55,2
2019,1,2019Q1,010,HYDROMORPHONE,419.85,467175.0772,89.87,2
2019,1,2019Q1,010,LISDEXAMFETAMINE,2041.27,467175.0772,436.94,2
2019,1,2019Q1,010,MEPERIDINE,196.63,467175.0772,42.09,2
2019,1,2019Q1,010,METHADONE,11627.38,467175.0772,2488.87,2
2019,1,2019Q1,010,METHAMPHETAMINE,2.81,467175.0772,0.6,2
2019,1,2019Q1,010,METHYLPHENIDATE,9934.11,467175.0772,2126.42,2
2019,1,2019Q1,010,MORPHINE,6043.45,467175.0772,1293.62,2
2019,1,2019Q1,010,OXYCODONE,19578.78,467175.0772,4190.89,2
2019,1,2019Q1,010,OXYMORPHONE,36.04,467175.0772,7.71,2
2019,1,2019Q1,010,TAPENTADOL,954.5,467175.0772,204.31,2
2019,1,2019Q1,011,AMPHETAMINE,2393.96,167790.7045,1426.75,2
2019,1,2019Q1,011,BUPRENORPHINE,1427.01,167790.7045,850.47,2
2019,1,2019Q1,011,CODEINE,747.13,167790.7045,445.27,2
2019,1,2019Q1,011,FENTANYL,26.05,167790.7045,15.53,2
