year,quarter,quarter_str,zip3,substance,grams,zip3_pop,gramsper100K,cnty_RUCC
2021,1,2021Q1,006,AMPHETAMINE,1910.84,1078226.532,177.22,1
2021,1,2021Q1,006,BUPRENORPHINE,528.34,1078226.532,49,1
2021,1,2021Q1,006,CODEINE,3540.58,1078226.532,328.37,1
2021,1,2021Q1,006,FENTANYL,44.87,1078226.532,4.16,1
2021,1,2021Q1,006,HYDROCODONE,111.4,1078226.532,10.33,1
2021,1,2021Q1,006,HYDROMORPHONE,11.35,1078226.532,1.05,1
2021,1,2021Q1,006,LISDEXAMFETAMINE,287.89,1078226.532,26.7,1
2021,1,2021Q1,006,MEPERIDINE,660.16,1078226.532,61.23,1
2021,1,2021Q1,006,METHADONE,1829.94,1078226.532,169.72,1
2021,1,2021Q1,006,METHYLPHENIDATE,2410.86,1078226.532,223.59,1
2021,1,2021Q1,006,MORPHINE,302.29,1078226.532,28.04,1
2021,1,2021Q1,006,OXYCODONE,3338.75,1078226.532,309.65,1
2021,1,2021Q1,006,TAPENTADOL,10,1078226.532,0.93,1
2021,1,2021Q1,007,AMPHETAMINE,1952.8,1187679.349,164.42,1
2021,1,2021Q1,007,BUPRENORPHINE,1230.37,1187679.349,103.59,1
2021,1,2021Q1,007,CODEINE,3010.16,1187679.349,253.45,1
2021,1,2021Q1,007,FENTANYL,51.44,1187679.349,4.33,1
2021,1,2021Q1,007,HYDROCODONE,61.24,1187679.349,5.16,1
2021,1,2021Q1,007,HYDROMORPHONE,4.61,1187679.349,0.39,1
2021,1,2021Q1,007,LISDEXAMFETAMINE,216.21,1187679.349,18.2,1
2021,1,2021Q1,007,MEPERIDINE,479.87,1187679.349,40.4,1
2021,1,2021Q1,007,METHADONE,3579.39,1187679.349,301.38,1
2021,1,2021Q1,007,METHYLPHENIDATE,2440.04,1187679.349,205.45,1
2021,1,2021Q1,007,MORPHINE,233,1187679.349,19.62,1
2021,1,2021Q1,007,OXYCODONE,3100.55,1187679.349,261.06,1
2021,1,2021Q1,007,TAPENTADOL,29.5,1187679.349,2.48,1
2021,1,2021Q1,009,AMPHETAMINE,4641.17,995891.1185,466.03,1
2021,1,2021Q1,009,BUPRENORPHINE,488.3,995891.1185,49.03,1
2021,1,2021Q1,009,CODEINE,1984.67,995891.1185,199.29,1
2021,1,2021Q1,009,FENTANYL,62.78,995891.1185,6.3,1
2021,1,2021Q1,009,HYDROCODONE,67.53,995891.1185,6.78,1
2021,1,2021Q1,009,HYDROMORPHONE,18.41,995891.1185,1.85,1
